           2
           3
          16
   2.51305199       0.00000000       0.00000000    
  -1.25652647       2.17636752       0.00000000    
   0.00000000       0.00000000       10.0000000    
   2.50022101       1.44350338      -0.00000000    
   0.00000000       2.88700581       0.00000000    
   0.00000000      -0.00000000      0.628318548    
   3.74200204E-16   3.74200204E-16   1.26237862E-15
           1         677
(   -20.8322     ,    0.00000     )    1.00000    
     0     0     0  (  -0.979747E-01 ,   0.479243     )
     1     0     0  (   0.233956E-02 ,   0.573844E-01 )
     2     0     0  (   0.498189E-03 ,   0.430065E-02 )
     3     0     0  (  -0.120930E-03 ,   0.319755E-03 )
    -3     0     0  (  -0.142666E-04 ,   0.341561E-03 )
    -2     0     0  (  -0.214609E-02 ,   0.376006E-02 )
    -1     0     0  (  -0.246735E-01 ,   0.518620E-01 )
     0     1     0  (  -0.246736E-01 ,   0.518620E-01 )
     1     1     0  (  -0.153261E-02 ,   0.749674E-02 )
     2     1     0  (  -0.182962E-03 ,   0.843934E-03 )
    -3     1     0  (  -0.162938E-03 ,   0.848027E-03 )
    -2     1     0  (  -0.153261E-02 ,   0.749671E-02 )
    -1     1     0  (   0.233939E-02 ,   0.573842E-01 )
     0     2     0  (  -0.214610E-02 ,   0.376007E-02 )
     1     2     0  (  -0.162940E-03 ,   0.848030E-03 )
    -3     2     0  (  -0.182965E-03 ,   0.843930E-03 )
    -2     2     0  (   0.498169E-03 ,   0.430064E-02 )
    -1     2     0  (  -0.153262E-02 ,   0.749673E-02 )
     0     3     0  (  -0.142675E-04 ,   0.341562E-03 )
    -3     3     0  (  -0.120931E-03 ,   0.319753E-03 )
    -2     3     0  (  -0.182967E-03 ,   0.843931E-03 )
    -1     3     0  (  -0.162941E-03 ,   0.848030E-03 )
     0    -3     0  (  -0.120930E-03 ,   0.319756E-03 )
     1    -3     0  (  -0.182958E-03 ,   0.843938E-03 )
     2    -3     0  (  -0.162931E-03 ,   0.848027E-03 )
     3    -3     0  (  -0.142653E-04 ,   0.341559E-03 )
     0    -2     0  (   0.498201E-03 ,   0.430066E-02 )
     1    -2     0  (  -0.153259E-02 ,   0.749673E-02 )
     2    -2     0  (  -0.214607E-02 ,   0.376006E-02 )
     3    -2     0  (  -0.162932E-03 ,   0.848025E-03 )
    -1    -2     0  (  -0.182959E-03 ,   0.843937E-03 )
     0    -1     0  (   0.233963E-02 ,   0.573845E-01 )
     1    -1     0  (  -0.246732E-01 ,   0.518618E-01 )
     2    -1     0  (  -0.153259E-02 ,   0.749671E-02 )
     3    -1     0  (  -0.182960E-03 ,   0.843933E-03 )
    -2    -1     0  (  -0.162936E-03 ,   0.848028E-03 )
    -1    -1     0  (  -0.153260E-02 ,   0.749674E-02 )
     0     0     1  (   0.198611     ,   0.392230     )
     1     0     1  (   0.352968E-01 ,   0.414396E-01 )
     2     0     1  (   0.296915E-02 ,   0.297513E-02 )
     3     0     1  (   0.103359E-03 ,   0.322496E-03 )
    -3     0     1  (   0.198778E-03 ,   0.274180E-03 )
    -2     0     1  (   0.640827E-03 ,   0.415410E-02 )
    -1     0     1  (   0.125123E-01 ,   0.529769E-01 )
     0     1     1  (   0.125123E-01 ,   0.529770E-01 )
     1     1     1  (   0.334112E-02 ,   0.659826E-02 )
     2     1     1  (   0.374577E-03 ,   0.753589E-03 )
    -3     1     1  (   0.385739E-03 ,   0.747936E-03 )
    -2     1     1  (   0.334109E-02 ,   0.659824E-02 )
    -1     1     1  (   0.352966E-01 ,   0.414396E-01 )
     0     2     1  (   0.640818E-03 ,   0.415411E-02 )
     1     2     1  (   0.385739E-03 ,   0.747940E-03 )
    -3     2     1  (   0.374570E-03 ,   0.753589E-03 )
    -2     2     1  (   0.296913E-02 ,   0.297514E-02 )
    -1     2     1  (   0.334110E-02 ,   0.659825E-02 )
     0     3     1  (   0.198778E-03 ,   0.274181E-03 )
    -3     3     1  (   0.103359E-03 ,   0.322498E-03 )
    -2     3     1  (   0.374570E-03 ,   0.753591E-03 )
    -1     3     1  (   0.385738E-03 ,   0.747941E-03 )
     0    -3     1  (   0.103360E-03 ,   0.322497E-03 )
     1    -3     1  (   0.374581E-03 ,   0.753590E-03 )
     2    -3     1  (   0.385745E-03 ,   0.747933E-03 )
     3    -3     1  (   0.198780E-03 ,   0.274181E-03 )
     0    -2     1  (   0.296916E-02 ,   0.297512E-02 )
     1    -2     1  (   0.334112E-02 ,   0.659824E-02 )
     2    -2     1  (   0.640849E-03 ,   0.415409E-02 )
     3    -2     1  (   0.385744E-03 ,   0.747932E-03 )
    -1    -2     1  (   0.374581E-03 ,   0.753589E-03 )
     0    -1     1  (   0.352969E-01 ,   0.414397E-01 )
     1    -1     1  (   0.125124E-01 ,   0.529767E-01 )
     2    -1     1  (   0.334111E-02 ,   0.659823E-02 )
     3    -1     1  (   0.374577E-03 ,   0.753588E-03 )
    -2    -1     1  (   0.385741E-03 ,   0.747936E-03 )
    -1    -1     1  (   0.334112E-02 ,   0.659826E-02 )
     0     0     2  (   0.297484     ,   0.137040     )
     1     0     2  (   0.455812E-01 ,   0.976385E-02 )
     2     0     2  (   0.381965E-02 ,   0.462077E-03 )
     3     0     2  (   0.274196E-03 ,   0.181966E-03 )
    -3     0     2  (   0.316494E-03 ,   0.901428E-04 )
    -2     0     2  (   0.283351E-02 ,   0.260278E-02 )
    -1     0     2  (   0.370431E-01 ,   0.282981E-01 )
     0     1     2  (   0.370432E-01 ,   0.282982E-01 )
     1     1     2  (   0.607585E-02 ,   0.279892E-02 )
     2     1     2  (   0.710140E-03 ,   0.321681E-03 )
    -3     1     2  (   0.705993E-03 ,   0.330680E-03 )
    -2     1     2  (   0.607582E-02 ,   0.279891E-02 )
    -1     1     2  (   0.455810E-01 ,   0.976395E-02 )
     0     2     2  (   0.283350E-02 ,   0.260279E-02 )
     1     2     2  (   0.705994E-03 ,   0.330683E-03 )
    -3     2     2  (   0.710136E-03 ,   0.321684E-03 )
    -2     2     2  (   0.381964E-02 ,   0.462096E-03 )
    -1     2     2  (   0.607583E-02 ,   0.279892E-02 )
